date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,private schools,St. John School,https://www.instagram.com/stjohnocala/,stjohnocala,https://stjohnocala.org/,your official website and linked Instagram,admissions,families and parents,private school reputation,school choice,"3,000+ Ocala families and parents","Hi St. John School! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one private school as our exclusive partner, meaning we won’t work with a competing private school. St. John School looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: private school | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,women's wellness,Chandra Wellness Center,https://www.instagram.com/chandrawellnesscenter/,chandrawellnesscenter,https://chandrawellnesscenter1.com/,your official website and linked Instagram,the office,high-intent local wellness and family buyers,women's wellness work,women's wellness option,"3,000+ Ocala high-intent local wellness and family buyers","Hi Chandra Wellness Center! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one women's wellness practice as our exclusive partner, meaning we won’t work with a competing women's wellness clinic. Chandra Wellness Center looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: wellness | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,women's wellness,Panzer Medicine,https://www.instagram.com/panzermedicine/,panzermedicine,https://panzermedicine.com/,your official website and linked Instagram,the office,high-intent local wellness and family buyers,women's wellness work,women's wellness option,"3,000+ Ocala high-intent local wellness and family buyers","Hi Panzer Medicine! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one women's wellness practice as our exclusive partner, meaning we won’t work with a competing women's wellness clinic. Panzer Medicine looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: wellness | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,CPA/accounting,Block Advisors Tax Office,https://www.instagram.com/blockadvisors/,blockadvisors,https://www.blockadvisors.com/tax-office-near-me/florida/ocala/8730/,your official website and linked Instagram,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Ocala homeowners, families, and business owners","Hi Block Advisors Tax Office! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. Block Advisors Tax Office looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: cpa | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,CPA/accounting,Esmirnas Pro Services,https://www.instagram.com/esmirna_enats/,esmirna_enats,https://enatproservices.com/,your official website and linked Instagram,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Ocala homeowners, families, and business owners","Hi Esmirnas Pro Services! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. Esmirnas Pro Services looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: cpa | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,HVAC,Wingman Heating and Cooling,https://www.instagram.com/wingman_hvac/,wingman_hvac,https://wingmanheatingandcooling.com/,your official website and linked Instagram,marketing,homeowners and families,HVAC reputation,HVAC choice,"3,000+ Ocala homeowners and families","Hi Wingman Heating and Cooling! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one HVAC company as our exclusive partner, meaning we won’t work with a competing HVAC company. Wingman Heating and Cooling looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: hvac | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,catering,Carrabba s Italian Grill,https://www.instagram.com/carrabbas/,carrabbas,https://locations.carrabbas.com/florida/ocala/2370-sw-college-rd/,your official website and linked Instagram,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"3,000+ Ocala locals planning events, weddings, and private celebrations","Hi Carrabba s Italian Grill! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one catering company as our exclusive partner, meaning we won’t work with a competing caterer. Carrabba s Italian Grill looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: catering | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,cosmetic dentistry,Pediatric Dentistry of Ocala,https://www.instagram.com/pediatricdentistryofocala/,pediatricdentistryofocala,https://pediatricdentistryofocala.com/,your official website and linked Instagram,the office,high-intent local wellness and family buyers,cosmetic dentistry work,smile upgrade option,"3,000+ Ocala high-intent local wellness and family buyers","Hi Pediatric Dentistry of Ocala! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one cosmetic dental practice as our exclusive partner, meaning we won’t work with a competing cosmetic dental office. Pediatric Dentistry of Ocala looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: dentist | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,estate law,e-Estates and Trusts,https://www.instagram.com/e_estatesandtrusts/,e_estatesandtrusts,https://e-estatesandtrusts.com/,your official website and linked Instagram,marketing,"homeowners, families, and business owners",estate planning work,estate planning resource,"3,000+ Ocala homeowners, families, and business owners","Hi e-Estates and Trusts! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one estate planning law firm as our exclusive partner, meaning we won’t work with a competing estate planning firm. e-Estates and Trusts looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: estate planning | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,landscaping,Commercial Landscaping Florida,https://www.instagram.com/sunriselandscapefl/,sunriselandscapefl,https://sunriselandscape.com/,your official website and linked Instagram,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"3,000+ Ocala homeowners and families","Hi Commercial Landscaping Florida! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. Commercial Landscaping Florida looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: landscaping | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,med spas,Goldfingers Aesthetics,https://www.instagram.com/goldfingers.aesthetics/,goldfingers.aesthetics,https://www.goldfingersaesthetics.com/,your official website and linked Instagram,the office,high-intent local wellness and family buyers,med spa concept,go-to med spa,"3,000+ Ocala high-intent local wellness and family buyers","Hi Goldfingers Aesthetics! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one med spa as our exclusive partner, meaning we won’t work with a competing med spa. Goldfingers Aesthetics looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: med spa | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,senior living,Assisted Living,https://www.instagram.com/centuryparkassociates/,centuryparkassociates,https://www.centurypa.com/senior-living/bridge-ocala/,your official website and linked Instagram,admissions,"adult children, families, and local caregivers",senior living reputation,senior living choice,"3,000+ Ocala adult children, families, and local caregivers","Hi Assisted Living! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one senior living community as our exclusive partner, meaning we won’t work with a competing senior living community. Assisted Living looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: senior living | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,wealth advisors,Ameriprise Financial Advisors,https://www.instagram.com/ameriprise/,ameriprise,https://www.ameripriseadvisors.com/Jane.Fontaine/,your official website and linked Instagram,marketing,"homeowners, families, and business owners",wealth planning work,wealth planning resource,"3,000+ Ocala homeowners, families, and business owners","Hi Ameriprise Financial Advisors! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one wealth advisory firm as our exclusive partner, meaning we won’t work with a competing wealth advisory firm. Ameriprise looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: wealth | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,women's wellness,Cocoon Chiropractic,https://www.instagram.com/cocoonchiro/,cocoonchiro,https://www.cocoonchiro.com/,your official website and linked Instagram,the office,high-intent local wellness and family buyers,women's wellness work,women's wellness option,"3,000+ Ocala high-intent local wellness and family buyers","Hi Cocoon Chiropractic! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one women's wellness practice as our exclusive partner, meaning we won’t work with a competing women's wellness clinic. Cocoon Chiropractic looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: wellness | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,home care,Always Care 4 U,https://www.instagram.com/alwayscare4uhc/,alwayscare4uhc,https://www.alwayscare4u.com/,your website,marketing,"adult children, families, and local caregivers",home care work,trusted home care resource,"3,000+ Ocala adult children, families, and local caregivers","Hi Always Care 4 U! I found you through your website and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one home care provider as our exclusive partner, meaning we won’t work with a competing home care agency. Always Care 4 U looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: home care | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,landscaping,Ocala Landscape Management Florida,https://www.instagram.com/ocalalandscapemanagement/,ocalalandscapemanagement,https://www.ocalalandscape.com/,your website,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"3,000+ Ocala homeowners and families","Hi Ocala Landscape Management Florida! I found you through your website and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. Ocala Landscape Management Florida looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: landscaping | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,pet care,Furever Groomer,https://www.instagram.com/furevergroomerfl/,furevergroomerfl,https://furevergroomer.com/,your website,marketing,families and parents,pet care concept,pet care choice,"3,000+ Ocala families and parents","Hi Furever Groomer! I found you through your website and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one pet care business as our exclusive partner, meaning we won’t work with a competing pet care provider. Furever Groomer looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: pet | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,premium fitness,Tatiana Bello,https://www.instagram.com/balanceyogandfitness/,balanceyogandfitness,https://www.balanceyogandfitness.com/,your website,marketing,high-intent local wellness and family buyers,fitness concept,fitness option,"3,000+ Ocala high-intent local wellness and family buyers","Hi Tatiana Bello! I found you through your website and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one fitness studio as our exclusive partner, meaning we won’t work with a competing fitness studio. Tatiana Bello looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: fitness | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,remodeling,Licensed & Insured,https://www.instagram.com/buildwithcbccg/,buildwithcbccg,https://www.buildwithcbccg.com/,your website,marketing,homeowners and families,remodeling work,home upgrade choice,"3,000+ Ocala homeowners and families","Hi Licensed & Insured! I found you through your website and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one remodeling company as our exclusive partner, meaning we won’t work with a competing remodeling company. Licensed & Insured looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: remodel | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,roofing,Bowles Roofing,https://www.instagram.com/bowlesroofing/,bowlesroofing,https://bowlesroofingco.com/,your website,marketing,homeowners and families,roofing reputation,roofing choice,"3,000+ Ocala homeowners and families","Hi Bowles Roofing! I found you through your website and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one roofing company as our exclusive partner, meaning we won’t work with a competing roofing company. Bowles looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: roofing | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,CPA/accounting,P Mathis & Associates,https://www.instagram.com/pmathisandassociates/,pmathisandassociates,https://pmathisandassociates.info/,your official website and linked Instagram,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Ocala homeowners, families, and business owners","Hi P Mathis & Associates! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. P Mathis & Associates looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: cpa | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,roofing,Dillon Media Group,https://www.instagram.com/dillonmediagroup/,dillonmediagroup,https://dillonmediagroup.com/,your official website and linked Instagram,marketing,homeowners and families,roofing reputation,roofing choice,"3,000+ Ocala homeowners and families","Hi Dillon Media Group! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one roofing company as our exclusive partner, meaning we won’t work with a competing roofing company. Dillon Media Group looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: roofing | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,event venues,Enchanted Oaks Farms,https://www.instagram.com/enchantedoaksfarms/,enchantedoaksfarms,https://enchantedoaksfarm.com/,your Instagram bio about your wedding venue,partnerships,"locals planning events, weddings, and private celebrations",event venue concept,private event venue,"3,000+ Ocala locals planning events, weddings, and private celebrations","Hi Enchanted Oaks Farms! I found you through your Instagram bio about your wedding venue and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one event venue as our exclusive partner, meaning we won’t work with a competing event venue. Enchanted Oaks Farms looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: event venue | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,CPA/accounting,BA Accounting,https://www.instagram.com/baaccounting/,baaccounting,https://baaccountingteam.com/,your official website and linked Instagram,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Ocala homeowners, families, and business owners","Hi BA Accounting! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. BA Accounting looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: cpa | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,business law,Sevilla Law,https://www.instagram.com/attorneysevilla/,attorneysevilla,https://www.inaesq.com/,your official website and linked Instagram,marketing,"homeowners, families, and business owners",business law work,business law resource,"3,000+ Ocala homeowners, families, and business owners","Hi Sevilla Law! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one business law firm as our exclusive partner, meaning we won’t work with a competing business law firm. Sevilla Law looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: business law | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,insurance,Marsh McLennan Agency,https://www.instagram.com/lifeatmma/,lifeatmma,https://www.marshmma.com:443/,your official website and linked Instagram,marketing,homeowners and families,insurance work,local insurance resource,"3,000+ Ocala homeowners and families","Hi Marsh McLennan Agency! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one insurance agency as our exclusive partner, meaning we won’t work with a competing insurance agency. Marsh McLennan Agency looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: insurance | market affinity: exact city address or core ZIP
2026-07-13,"Ocala, FL",Ocala Digest,ocaladigest.com,med spas,Lifestyle Solutions MedSpa,https://www.instagram.com/lsmedspa/,lsmedspa,https://lsmedspa.com/,your official website and linked Instagram,the office,high-intent local wellness and family buyers,med spa concept,go-to med spa,"3,000+ Ocala high-intent local wellness and family buyers","Hi Lifestyle Solutions MedSpa! I found you through your official website and linked Instagram and wanted to reach out. We run Ocala Digest, a local email publication read by 3,000+ Ocala-area locals.

We’re choosing one med spa as our exclusive partner, meaning we won’t work with a competing med spa. Lifestyle Solutions MedSpa looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: med spa | market affinity: exact city address or core ZIP
